pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
50,c,4,2,18,2,,,,,69.27797879977152,70.27832299983129,70.27832299983129,70.27832299983129,70.27832299983129,70.27832299983129,71.27873730007559,71.27873730007559,c,1,0.5899609001353383,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-150,z,4,3,19,3,,,,,71.89622229989618,72.89594329986721,72.89594329986721,72.89594329986721,72.89594329986721,72.89594329986721,73.88030639989302,73.88030639989302,z,1,1.0883885002695024,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-50,x,5,0,20,0,,,,,74.99682989995927,75.99777900008485,75.99777900008485,75.99777900008485,75.99777900008485,75.99777900008485,76.98148309998214,76.98148309998214,x,1,0.5074450001120567,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
150,v,5,1,21,1,,,,,77.51442079991102,78.51540399994701,78.51540399994701,78.51540399994701,78.51540399994701,78.51540399994701,79.49910910008475,79.49910910008475,v,1,0.5509328003972769,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
50,c,5,2,22,2,,,,,80.08265790017322,81.08303980017081,81.08303980017081,81.08303980017081,81.08303980017081,81.08303980017081,82.08279519993812,82.08279519993812,c,1,0.5778218004852533,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-150,z,5,3,23,3,,,,,82.68315650010481,83.6840174999088,83.6840174999088,83.6840174999088,83.6840174999088,83.6840174999088,84.66772049991414,84.66772049991414,z,1,0.5314262001775205,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-50,x,6,0,24,0,,,,,85.21748099988326,86.20163579983637,86.20163579983637,86.20163579983637,86.20163579983637,86.21830789977685,87.20202089985833,87.20202089985833,x,1,0.7844235999509692,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
150,v,6,1,25,1,,,,,88.0184995001182,89.01937100011855,89.01937100011855,89.01937100011855,89.01937100011855,89.01937100011855,90.00308409985155,90.00308409985155,v,1,1.0351136000826955,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
50,c,6,2,26,2,,,,,91.07014810014516,92.07052809977904,92.07052809977904,92.07052809977904,92.07052809977904,92.07052809977904,93.05359320016578,93.05359320016578,c,1,1.986975200008601,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-150,z,6,3,27,3,,,,,95.07166100014001,96.0716174999252,96.0716174999252,96.0716174999252,96.0716174999252,96.0716174999252,97.0719399000518,97.0719399000518,z,1,0.7287264997139573,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-50,x,7,0,28,0,,,,,97.82226519985124,98.82276460016146,98.82276460016146,98.82276460016146,98.82276460016146,98.82276460016146,99.82346529979259,99.82346529979259,x,1,0.6306020999327302,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
